instance_id,dataset,source_file,pair_index,N,R,I,L,F,original_line_A,original_line_B,len_A,len_B,unique_labels_A,unique_labels_B,max_label_A,max_label_B,processed_file
SREV_TRANS_033061,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,61,200,200,100,100,0,241,243,200,200,91,130,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033062,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,62,200,200,100,100,0,245,247,200,200,82,127,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033063,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,63,200,200,100,100,0,249,251,200,200,86,127,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033064,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,64,200,200,100,100,0,253,255,200,200,85,124,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033065,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,65,200,200,100,100,0,257,259,200,200,85,129,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033066,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,66,200,200,100,100,0,261,263,200,200,82,123,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033067,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,67,200,200,100,100,0,265,267,200,200,81,125,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033068,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,68,200,200,100,100,0,269,271,200,200,88,130,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033069,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,69,200,200,100,100,0,273,275,200,200,90,132,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033070,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,70,200,200,100,100,0,277,279,200,200,90,133,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033071,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,71,200,200,100,100,0,281,283,200,200,82,127,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033072,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,72,200,200,100,100,0,285,287,200,200,84,127,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033073,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,73,200,200,100,100,0,289,291,200,200,87,131,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033074,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,74,200,200,100,100,0,293,295,200,200,89,131,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033075,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,75,200,200,100,100,0,297,299,200,200,82,124,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033076,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,76,200,200,100,100,0,301,303,200,200,90,132,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033077,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,77,200,200,100,100,0,305,307,200,200,89,131,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033078,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,78,200,200,100,100,0,309,311,200,200,85,125,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033079,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,79,200,200,100,100,0,313,315,200,200,86,126,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033080,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,80,200,200,100,100,0,317,319,200,200,88,130,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033081,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,81,200,200,100,100,0,321,323,200,200,88,130,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033082,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,82,200,200,100,100,0,325,327,200,200,87,127,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033083,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,83,200,200,100,100,0,329,331,200,200,85,125,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033084,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,84,200,200,100,100,0,333,335,200,200,86,121,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033085,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,85,200,200,100,100,0,337,339,200,200,89,134,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033086,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,86,200,200,100,100,0,341,343,200,200,87,128,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033087,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,87,200,200,100,100,0,345,347,200,200,91,131,99,149,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033088,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,88,200,200,100,100,0,349,351,200,200,83,123,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033089,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,89,200,200,100,100,0,353,355,200,200,87,127,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033090,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,90,200,200,100,100,0,357,359,200,200,90,128,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033091,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,91,200,200,100,100,0,361,363,200,200,83,123,98,148,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033092,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,92,200,200,100,100,0,365,367,200,200,94,131,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033093,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,93,200,200,100,100,0,369,371,200,200,89,134,99,149,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033094,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,94,200,200,100,100,0,373,375,200,200,85,126,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033095,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,95,200,200,100,100,0,377,379,200,200,86,126,99,149,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033096,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,96,200,200,100,100,0,381,383,200,200,87,126,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033097,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,97,200,200,100,100,0,385,387,200,200,85,125,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033098,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,98,200,200,100,100,0,389,391,200,200,82,121,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033099,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,99,200,200,100,100,0,393,395,200,200,88,131,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033100,SREV_TRANS,N200_SREV_TRANS200_I100_L100_F0.txt,100,200,200,100,100,0,397,399,200,200,81,125,100,150,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L100_F0.txt
SREV_TRANS_033101,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,1,200,200,100,10,0,1,3,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033102,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,2,200,200,100,10,0,5,7,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033103,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,3,200,200,100,10,0,9,11,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033104,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,4,200,200,100,10,0,13,15,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033105,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,5,200,200,100,10,0,17,19,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033106,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,6,200,200,100,10,0,21,23,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033107,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,7,200,200,100,10,0,25,27,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033108,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,8,200,200,100,10,0,29,31,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033109,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,9,200,200,100,10,0,33,35,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033110,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,10,200,200,100,10,0,37,39,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033111,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,11,200,200,100,10,0,41,43,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033112,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,12,200,200,100,10,0,45,47,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033113,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,13,200,200,100,10,0,49,51,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033114,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,14,200,200,100,10,0,53,55,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033115,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,15,200,200,100,10,0,57,59,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033116,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,16,200,200,100,10,0,61,63,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033117,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,17,200,200,100,10,0,65,67,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033118,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,18,200,200,100,10,0,69,71,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033119,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,19,200,200,100,10,0,73,75,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033120,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,20,200,200,100,10,0,77,79,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033121,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,21,200,200,100,10,0,81,83,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033122,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,22,200,200,100,10,0,85,87,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033123,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,23,200,200,100,10,0,89,91,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033124,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,24,200,200,100,10,0,93,95,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033125,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,25,200,200,100,10,0,97,99,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033126,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,26,200,200,100,10,0,101,103,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033127,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,27,200,200,100,10,0,105,107,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033128,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,28,200,200,100,10,0,109,111,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033129,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,29,200,200,100,10,0,113,115,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033130,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,30,200,200,100,10,0,117,119,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033131,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,31,200,200,100,10,0,121,123,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033132,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,32,200,200,100,10,0,125,127,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033133,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,33,200,200,100,10,0,129,131,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033134,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,34,200,200,100,10,0,133,135,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033135,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,35,200,200,100,10,0,137,139,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033136,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,36,200,200,100,10,0,141,143,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033137,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,37,200,200,100,10,0,145,147,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033138,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,38,200,200,100,10,0,149,151,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033139,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,39,200,200,100,10,0,153,155,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033140,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,40,200,200,100,10,0,157,159,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033141,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,41,200,200,100,10,0,161,163,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033142,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,42,200,200,100,10,0,165,167,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033143,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,43,200,200,100,10,0,169,171,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033144,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,44,200,200,100,10,0,173,175,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033145,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,45,200,200,100,10,0,177,179,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033146,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,46,200,200,100,10,0,181,183,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033147,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,47,200,200,100,10,0,185,187,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033148,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,48,200,200,100,10,0,189,191,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033149,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,49,200,200,100,10,0,193,195,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033150,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,50,200,200,100,10,0,197,199,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033151,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,51,200,200,100,10,0,201,203,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033152,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,52,200,200,100,10,0,205,207,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033153,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,53,200,200,100,10,0,209,211,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033154,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,54,200,200,100,10,0,213,215,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033155,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,55,200,200,100,10,0,217,219,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033156,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,56,200,200,100,10,0,221,223,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033157,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,57,200,200,100,10,0,225,227,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033158,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,58,200,200,100,10,0,229,231,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033159,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,59,200,200,100,10,0,233,235,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033160,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,60,200,200,100,10,0,237,239,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033161,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,61,200,200,100,10,0,241,243,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033162,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,62,200,200,100,10,0,245,247,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033163,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,63,200,200,100,10,0,249,251,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033164,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,64,200,200,100,10,0,253,255,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033165,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,65,200,200,100,10,0,257,259,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033166,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,66,200,200,100,10,0,261,263,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033167,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,67,200,200,100,10,0,265,267,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033168,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,68,200,200,100,10,0,269,271,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033169,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,69,200,200,100,10,0,273,275,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033170,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,70,200,200,100,10,0,277,279,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033171,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,71,200,200,100,10,0,281,283,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033172,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,72,200,200,100,10,0,285,287,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033173,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,73,200,200,100,10,0,289,291,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033174,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,74,200,200,100,10,0,293,295,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033175,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,75,200,200,100,10,0,297,299,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033176,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,76,200,200,100,10,0,301,303,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033177,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,77,200,200,100,10,0,305,307,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033178,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,78,200,200,100,10,0,309,311,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033179,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,79,200,200,100,10,0,313,315,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033180,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,80,200,200,100,10,0,317,319,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033181,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,81,200,200,100,10,0,321,323,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033182,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,82,200,200,100,10,0,325,327,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
SREV_TRANS_033183,SREV_TRANS,N200_SREV_TRANS200_I100_L10_F0.txt,83,200,200,100,10,0,329,331,200,200,10,60,10,60,data/processed/SREV_TRANS/N200_SREV_TRANS200_I100_L10_F0.txt
